UF,Municipio,RDPC
São Paulo,CAÇAPAVA,871.87
São Paulo,CACHOEIRA PAULISTA,764.6
São Paulo,CACONDE,627
São Paulo,CAFELÂNDIA,680.71
São Paulo,CAIABU,559.13
São Paulo,CAIEIRAS,800.15
São Paulo,CAIUÁ,500.47
São Paulo,CAJAMAR,676.5
São Paulo,CAJATI,481.48
São Paulo,CAJOBI,679.75
São Paulo,CAJURU,597.11
São Paulo,CAMPINA DO MONTE ALEGRE,575.66
São Paulo,CAMPINAS,1390.83
São Paulo,CAMPO LIMPO PAULISTA,767.85
São Paulo,CAMPOS DO JORDÃO,911.4
São Paulo,CAMPOS NOVOS PAULISTA,516.26
São Paulo,CANANÉIA,540.54
São Paulo,CANAS,444.72
São Paulo,CÂNDIDO MOTA,627.55
São Paulo,CÂNDIDO RODRIGUES,837.17
São Paulo,CANITAR,480.52
São Paulo,CAPÃO BONITO,534.75
São Paulo,CAPELA DO ALTO,526.28
São Paulo,CAPIVARI,820.46
São Paulo,CARAGUATATUBA,773.99
São Paulo,CARAPICUÍBA,712.78
São Paulo,CARDOSO,605.99
São Paulo,CASA BRANCA,737.96
São Paulo,CÁSSIA DOS COQUEIROS,551.4
São Paulo,CASTILHO,579.36
São Paulo,CATANDUVA,945.05
São Paulo,CATIGUÁ,771.78
São Paulo,CEDRAL,845.41
São Paulo,CERQUEIRA CÉSAR,665.36
São Paulo,CERQUILHO,894.52
São Paulo,CESÁRIO LANGE,684.95
São Paulo,CHARQUEADA,705.01
São Paulo,CLEMENTINA,640.87
São Paulo,COLINA,706.69
São Paulo,COLÔMBIA,582.53
São Paulo,CONCHAL,617.76
São Paulo,CONCHAS,730.42
São Paulo,CORDEIRÓPOLIS,873.87
São Paulo,COROADOS,638.21
São Paulo,CORONEL MACEDO,465.29
São Paulo,CORUMBATAÍ,741.32
São Paulo,COSMÓPOLIS,829.25
São Paulo,COSMORAMA,643.1
São Paulo,COTIA,1085.66
São Paulo,CRAVINHOS,784.4
São Paulo,CRISTAIS PAULISTA,721.31
São Paulo,CRUZÁLIA,614.17
São Paulo,CRUZEIRO,809.24
São Paulo,CUBATÃO,689.21
São Paulo,CUNHA,525.19
São Paulo,DESCALVADO,798.74
São Paulo,DIADEMA,694.55
São Paulo,DIRCE REIS,570.51
São Paulo,DIVINOLÂNDIA,707.97
São Paulo,DOBRADA,589.47
São Paulo,DOIS CÓRREGOS,727.28
São Paulo,DOLCINÓPOLIS,620.98
São Paulo,DOURADO,697.37
São Paulo,DRACENA,862.86
São Paulo,DUARTINA,688.4
São Paulo,DUMONT,705.3
São Paulo,ECHAPORÃ,703.55
São Paulo,ELDORADO,411
São Paulo,ELIAS FAUSTO,625.66
São Paulo,ELISIÁRIO,666.93
São Paulo,EMBAÚBA,717.97
São Paulo,EMBU,622.77
São Paulo,EMBU-GUAÇU,676.52
São Paulo,EMILIANÓPOLIS,584.76
São Paulo,ENGENHEIRO COELHO,707.37
São Paulo,ESPÍRITO SANTO DO PINHAL,1048.6
São Paulo,ESPÍRITO SANTO DO TURVO,533.76
São Paulo,ESTRELA D'OESTE,670.65
São Paulo,ESTRELA DO NORTE,597.74
São Paulo,EUCLIDES DA CUNHA PAULISTA,493.91
São Paulo,FARTURA,618.77
São Paulo,FERNANDÓPOLIS,944
São Paulo,FERNANDO PRESTES,832.72
São Paulo,FERNÃO,510.09
São Paulo,FERRAZ DE VASCONCELOS,587.83
São Paulo,FLORA RICA,511.8
São Paulo,FLOREAL,663.83
São Paulo,FLÓRIDA PAULISTA,632.97
São Paulo,FLORÍNIA,544.03
São Paulo,FRANCA,846.57
São Paulo,FRANCISCO MORATO,483.98
São Paulo,FRANCO DA ROCHA,632.42
São Paulo,GABRIEL MONTEIRO,712.72
São Paulo,GÁLIA,565.41
São Paulo,GARÇA,786.83
São Paulo,GASTÃO VIDIGAL,736.47
São Paulo,GAVIÃO PEIXOTO,575.08
São Paulo,GENERAL SALGADO,771.92
São Paulo,GETULINA,608.58
São Paulo,GLICÉRIO,777.37
São Paulo,GUAIÇARA,610.2
São Paulo,GUAIMBÊ,532.14
São Paulo,GUAÍRA,901.23
São Paulo,GUAPIAÇU,741.42
São Paulo,GUAPIARA,412.51
São Paulo,GUARÁ,664.56
São Paulo,GUARAÇAÍ,619.41
São Paulo,GUARACI,615.78
São Paulo,GUARANI D'OESTE,557.58
São Paulo,GUARANTÃ,615.97
São Paulo,GUARARAPES,739.89
São Paulo,GUARAREMA,748.79
São Paulo,GUARATINGUETÁ,926.78
São Paulo,GUAREÍ,594.42
São Paulo,GUARIBA,671.34
São Paulo,GUARUJÁ,745
São Paulo,GUARULHOS,829.91
São Paulo,GUATAPARÁ,723.83
São Paulo,GUZOLÂNDIA,537.05
São Paulo,HERCULÂNDIA,549.27
São Paulo,HOLAMBRA,1274.53
São Paulo,HORTOLÂNDIA,686.96
São Paulo,IACANGA,712.15
São Paulo,IACRI,628.14
São Paulo,IARAS,497.81
São Paulo,IBATÉ,552.79
São Paulo,IBIRÁ,803.36
São Paulo,IBIRAREMA,593.7
São Paulo,IBITINGA,791.99
São Paulo,IBIÚNA,624.55
São Paulo,ICÉM,690.78
São Paulo,IEPÊ,623.96
São Paulo,IGARAÇU DO TIETÊ,590.77
São Paulo,IGARAPAVA,1228.09
São Paulo,IGARATÁ,561.31
São Paulo,IGUAPE,588.36
São Paulo,ILHABELA,794.57
São Paulo,ILHA COMPRIDA,608.83
São Paulo,ILHA SOLTEIRA,1063.04
São Paulo,INDAIATUBA,1098.31
São Paulo,INDIANA,681.29
São Paulo,INDIAPORÃ,680.85
São Paulo,INÚBIA PAULISTA,576.91
São Paulo,IPAUSSU,677.42
São Paulo,IPERÓ,551.75
São Paulo,IPEÚNA,785.15
São Paulo,IPIGUÁ,608.53
São Paulo,IPORANGA,421.14
São Paulo,IPUÃ,900.48
São Paulo,IRACEMÁPOLIS,808.74
São Paulo,IRAPUÃ,579.58
São Paulo,IRAPURU,589.82
São Paulo,ITABERÁ,462.03
São Paulo,ITAÍ,594.77
São Paulo,ITAJOBI,739.45
São Paulo,ITAJU,609.08
São Paulo,ITANHAÉM,690.67
São Paulo,ITAÓCA,395.32
São Paulo,ITAPECERICA DA SERRA,619.82
São Paulo,ITAPETININGA,741.64
São Paulo,ITAPEVA,630.48
São Paulo,ITAPEVI,575.72
São Paulo,ITAPIRA,849.81
São Paulo,ITAPIRAPUÃ PAULISTA,323.42
São Paulo,ITÁPOLIS,787.75
São Paulo,ITAPORANGA,552.76
São Paulo,ITAPUÍ,687.46
São Paulo,ITAPURA,556.29
São Paulo,ITAQUAQUECETUBA,502.85
São Paulo,ITARARÉ,510.2
São Paulo,ITARIRI,434.58
São Paulo,ITATIBA,1080.74
São Paulo,ITATINGA,568.58
São Paulo,ITIRAPINA,772.14
São Paulo,ITIRAPUÃ,526.62
São Paulo,ITOBI,611.41
São Paulo,ITU,1038.14
São Paulo,ITUPEVA,848.65
São Paulo,ITUVERAVA,950.39
São Paulo,JABORANDI,548.22
São Paulo,JABOTICABAL,1015.51
São Paulo,JACAREÍ,846.53
São Paulo,JACI,624.57
São Paulo,JACUPIRANGA,574.52
São Paulo,JAGUARIÚNA,1038.61
São Paulo,JALES,850.11
São Paulo,JAMBEIRO,738.52
São Paulo,JANDIRA,792.33
São Paulo,JARDINÓPOLIS,742.74
São Paulo,JARINU,718.61
São Paulo,JAÚ,951.17
São Paulo,JERIQUARA,549.1
São Paulo,JOANÓPOLIS,650.99
São Paulo,JOÃO RAMALHO,627.59
São Paulo,JOSÉ BONIFÁCIO,863.34
São Paulo,JÚLIO MESQUITA,482.86
São Paulo,JUMIRIM,710.27
São Paulo,JUNDIAÍ,1431.55
São Paulo,JUNQUEIRÓPOLIS,737.14
São Paulo,JUQUIÁ,467.35
São Paulo,JUQUITIBA,550.32
São Paulo,LAGOINHA,573.28
São Paulo,LARANJAL PAULISTA,760.58
São Paulo,LAVÍNIA,614.14
São Paulo,LAVRINHAS,500.59
São Paulo,LEME,746.15
São Paulo,LENÇÓIS PAULISTA,816.48
São Paulo,LIMEIRA,910.85
São Paulo,LINDÓIA,714.18
São Paulo,LINS,919.53
São Paulo,LORENA,781.28
São Paulo,LOURDES,612
São Paulo,LOUVEIRA,1047.17
São Paulo,LUCÉLIA,743.2
São Paulo,LUCIANÓPOLIS,779.84
São Paulo,LUÍS ANTÔNIO,661.22
São Paulo,LUIZIÂNIA,557.06
São Paulo,LUPÉRCIO,547.3
São Paulo,LUTÉCIA,516.35
São Paulo,MACATUBA,920.95
São Paulo,MACAUBAL,704.61
São Paulo,MACEDÔNIA,644.23
São Paulo,MAGDA,725.51
São Paulo,MAIRINQUE,710.18
São Paulo,MAIRIPORÃ,944.03
São Paulo,MANDURI,750.34
São Paulo,MARABÁ PAULISTA,457.56
São Paulo,MARACAÍ,666.65
São Paulo,MARAPOAMA,781.03
São Paulo,MARIÁPOLIS,565.58
São Paulo,MARÍLIA,953.2
São Paulo,MARINÓPOLIS,553.24
São Paulo,MARTINÓPOLIS,636
São Paulo,MATÃO,940.44
São Paulo,MAUÁ,709.25
São Paulo,MENDONÇA,707.36
São Paulo,MERIDIANO,694.38
São Paulo,MESÓPOLIS,530.46
São Paulo,MIGUELÓPOLIS,670.82
São Paulo,MINEIROS DO TIETÊ,700.24
São Paulo,MIRACATU,442.77
São Paulo,MIRA ESTRELA,613.14
São Paulo,MIRANDÓPOLIS,758.64
São Paulo,MIRANTE DO PARANAPANEMA,516.3
São Paulo,MIRASSOL,841.27
São Paulo,MIRASSOLÂNDIA,639.58
São Paulo,MOCOCA,881.99
São Paulo,MOGI DAS CRUZES,916.81
São Paulo,MOGI GUAÇU,802.19
São Paulo,MOJI MIRIM,945.62
São Paulo,MOMBUCA,832.07
São Paulo,MONÇÕES,755.2
São Paulo,MONGAGUÁ,699.73
São Paulo,MONTE ALEGRE DO SUL,861.61
São Paulo,MONTE ALTO,832.6
São Paulo,MONTE APRAZÍVEL,1032.05
São Paulo,MONTE AZUL PAULISTA,765.11
São Paulo,MONTE CASTELO,646.15
São Paulo,MONTEIRO LOBATO,593.95
São Paulo,MONTE MOR,674.23
São Paulo,MORRO AGUDO,687.37
São Paulo,MORUNGABA,733.72
São Paulo,MOTUCA,567.17
São Paulo,MURUTINGA DO SUL,636.47
São Paulo,NANTES,472.28
São Paulo,NARANDIBA,482.74
São Paulo,NATIVIDADE DA SERRA,496.93
São Paulo,NAZARÉ PAULISTA,554.18
São Paulo,NEVES PAULISTA,784.55
São Paulo,NHANDEARA,878.42
São Paulo,NIPOÃ,628.33
São Paulo,NOVA ALIANÇA,662.48
São Paulo,NOVA CAMPINA,330.03
São Paulo,NOVA CANAÃ PAULISTA,526.58
São Paulo,NOVA CASTILHO,600.13
São Paulo,NOVA EUROPA,697.32
São Paulo,NOVA GRANADA,737.29
São Paulo,NOVA GUATAPORANGA,652.36
São Paulo,NOVA INDEPENDÊNCIA,533.68
São Paulo,NOVAIS,671.15
São Paulo,NOVA LUZITÂNIA,643.07
São Paulo,NOVA ODESSA,878.14
São Paulo,NOVO HORIZONTE,806.75
São Paulo,NUPORANGA,751.92
São Paulo,OCAUÇU,547.66
São Paulo,ÓLEO,676.94
São Paulo,OLÍMPIA,783.14
São Paulo,ONDA VERDE,597.67
São Paulo,ORIENTE,694.16
São Paulo,ORINDIÚVA,699.63
São Paulo,ORLÂNDIA,934.54
São Paulo,OSASCO,1003.4
São Paulo,OSCAR BRESSANE,675.35
São Paulo,OSVALDO CRUZ,797.55
São Paulo,OURINHOS,868.91
São Paulo,OUROESTE,694.33
São Paulo,OURO VERDE,504.63
São Paulo,PACAEMBU,694.16
São Paulo,PALESTINA,692.43
São Paulo,PALMARES PAULISTA,615.01
São Paulo,PALMEIRA D'OESTE,707.38
São Paulo,PALMITAL,739.37
São Paulo,PANORAMA,722.51
São Paulo,PARAGUAÇU PAULISTA,694.42
São Paulo,PARAIBUNA,657.59
São Paulo,PARAÍSO,855.28
São Paulo,PARANAPANEMA,613.31
São Paulo,PARANAPUÃ,670.18
São Paulo,PARAPUÃ,597.44
São Paulo,PARDINHO,696.71
São Paulo,PARIQUERA-AÇU,557.69
São Paulo,PARISI,705.62
São Paulo,PATROCÍNIO PAULISTA,607.51
São Paulo,PAULICÉIA,592.42
São Paulo,PAULÍNIA,1160.79
São Paulo,PAULISTÂNIA,560.94
São Paulo,PAULO DE FARIA,708.63
São Paulo,PEDERNEIRAS,788.42
São Paulo,PEDRA BELA,521.38
São Paulo,PEDRANÓPOLIS,615.77
São Paulo,PEDREGULHO,690.08
São Paulo,PEDREIRA,853.76
São Paulo,PEDRINHAS PAULISTA,847.63
São Paulo,PEDRO DE TOLEDO,467.93
São Paulo,PENÁPOLIS,840.16
São Paulo,PEREIRA BARRETO,743.94
São Paulo,PEREIRAS,692.35
São Paulo,PERUÍBE,753.85
São Paulo,PIACATU,553.99
São Paulo,PIEDADE,601.32
São Paulo,PILAR DO SUL,531.06
São Paulo,PINDAMONHANGABA,826.02
São Paulo,PINDORAMA,732.68
São Paulo,PINHALZINHO,652.43
São Paulo,PIQUEROBI,514.47
São Paulo,PIQUETE,665.74
São Paulo,PIRACAIA,893.05
São Paulo,PIRACICABA,1143.2
São Paulo,PIRAJU,801.23
São Paulo,PIRAJUÍ,770.38
São Paulo,PIRANGI,774.99
São Paulo,PIRAPORA DO BOM JESUS,546.69
São Paulo,PIRAPOZINHO,798
São Paulo,PIRASSUNUNGA,1086.22
São Paulo,PIRATININGA,917.62
São Paulo,PITANGUEIRAS,620.66
São Paulo,PLANALTO,560.64
São Paulo,PLATINA,591.1
São Paulo,POÁ,664.31
São Paulo,POLONI,778.41
São Paulo,POMPÉIA,850.38
São Paulo,PONGAÍ,736.33
São Paulo,PONTAL,699.28
São Paulo,PONTALINDA,541.56
São Paulo,PONTES GESTAL,642.68
São Paulo,POPULINA,621.48
São Paulo,PORANGABA,606.65
São Paulo,PORTO FELIZ,785.76
São Paulo,PORTO FERREIRA,779
São Paulo,POTIM,460.22
São Paulo,POTIRENDABA,785.96
São Paulo,PRACINHA,480.62
São Paulo,PRADÓPOLIS,788.76
São Paulo,PRAIA GRANDE,820.97
São Paulo,PRATÂNIA,553.4
São Paulo,PRESIDENTE ALVES,665.72
São Paulo,PRESIDENTE BERNARDES,695.29
São Paulo,PRESIDENTE EPITÁCIO,680.56
São Paulo,PRESIDENTE PRUDENTE,1080.22
São Paulo,PRESIDENTE VENCESLAU,846.18
São Paulo,PROMISSÃO,726
São Paulo,QUADRA,625.35
São Paulo,QUATÁ,648.64
São Paulo,QUEIROZ,491.84
São Paulo,QUELUZ,500.25
São Paulo,QUINTANA,581.09
São Paulo,RAFARD,717.07
São Paulo,RANCHARIA,707.37
São Paulo,REDENÇÃO DA SERRA,411.77
São Paulo,REGENTE FEIJÓ,774.14
São Paulo,REGINÓPOLIS,685.32
São Paulo,REGISTRO,699.41
São Paulo,RESTINGA,499.24
São Paulo,RIBEIRA,416.85
São Paulo,RIBEIRÃO BONITO,673.96
São Paulo,RIBEIRÃO BRANCO,318.44
São Paulo,RIBEIRÃO CORRENTE,579.04
São Paulo,RIBEIRÃO DO SUL,866.43
São Paulo,RIBEIRÃO DOS ÍNDIOS,489.94
São Paulo,RIBEIRÃO GRANDE,436.21
São Paulo,RIBEIRÃO PIRES,847.11
São Paulo,RIBEIRÃO PRETO,1314.04
São Paulo,RIVERSUL,412.42
São Paulo,RIFAINA,677.62
São Paulo,RINCÃO,626.27
São Paulo,RINÓPOLIS,606.9
São Paulo,RIO CLARO,1049.16
São Paulo,RIO DAS PEDRAS,804
São Paulo,RIO GRANDE DA SERRA,563.57
São Paulo,RIOLÂNDIA,539.22
São Paulo,ROSANA,843.59
São Paulo,ROSEIRA,588.39
São Paulo,RUBIÁCEA,565.62
São Paulo,RUBINÉIA,676.48
São Paulo,SABINO,655.4
São Paulo,SAGRES,592.88
São Paulo,SALES,654.79
São Paulo,SALES OLIVEIRA,789.73
São Paulo,SALESÓPOLIS,576.55
São Paulo,SALMOURÃO,544.52
São Paulo,SALTINHO,967.88
São Paulo,SALTO,876.67
São Paulo,SALTO DE PIRAPORA,618.93
São Paulo,SALTO GRANDE,499.65
São Paulo,SANDOVALINA,502.4
São Paulo,SANTA ADÉLIA,853.14
São Paulo,SANTA ALBERTINA,686.89
São Paulo,SANTA BÁRBARA D'OESTE,863.02
São Paulo,SANTA BRANCA,645.59
São Paulo,SANTA CLARA D'OESTE,672.98
São Paulo,SANTA CRUZ DA CONCEIÇÃO,1400.46
São Paulo,SANTA CRUZ DA ESPERANÇA,700.57
São Paulo,SANTA CRUZ DAS PALMEIRAS,829.66
São Paulo,SANTA CRUZ DO RIO PARDO,818.3
São Paulo,SANTA ERNESTINA,688.24
São Paulo,SANTA FÉ DO SUL,924.06
São Paulo,SANTA GERTRUDES,718.03
São Paulo,SANTA ISABEL,623.11
São Paulo,SANTA LÚCIA,609.37
São Paulo,SANTA MARIA DA SERRA,578.55
São Paulo,SANTA MERCEDES,561.64
São Paulo,SANTANA DA PONTE PENSA,856.78
São Paulo,SANTANA DE PARNAÍBA,1858.69
São Paulo,SANTA RITA D'OESTE,666.14
São Paulo,SANTA RITA DO PASSA QUATRO,930.59
São Paulo,SANTA ROSA DE VITERBO,829.2
São Paulo,SANTA SALETE,673.2
São Paulo,SANTO ANASTÁCIO,726.34
São Paulo,SANTO ANDRÉ,1304.31
São Paulo,SANTO ANTÔNIO DA ALEGRIA,585.63
São Paulo,SANTO ANTÔNIO DE POSSE,695.67
São Paulo,SANTO ANTÔNIO DO ARACANGUÁ,662.71
São Paulo,SANTO ANTÔNIO DO JARDIM,635.11
São Paulo,SANTO ANTÔNIO DO PINHAL,569.08
São Paulo,SANTO EXPEDITO,497.6
São Paulo,SANTÓPOLIS DO AGUAPEÍ,551.5
São Paulo,SANTOS,1693.65
São Paulo,SÃO BENTO DO SAPUCAÍ,701.89
São Paulo,SÃO BERNARDO DO CAMPO,1212.65
São Paulo,SÃO CAETANO DO SUL,2043.74
São Paulo,SÃO CARLOS,1079.45
São Paulo,SÃO FRANCISCO,643.37
São Paulo,SÃO JOÃO DA BOA VISTA,998.31
São Paulo,SÃO JOÃO DAS DUAS PONTES,532.23
São Paulo,SÃO JOÃO DE IRACEMA,559.18
São Paulo,SÃO JOÃO DO PAU D'ALHO,680.13
São Paulo,SÃO JOAQUIM DA BARRA,799.93
São Paulo,SÃO JOSÉ DA BELA VISTA,548.31
São Paulo,SÃO JOSÉ DO BARREIRO,506.16
São Paulo,SÃO JOSÉ DO RIO PARDO,818.61
São Paulo,SÃO JOSÉ DO RIO PRETO,1169.16
São Paulo,SÃO JOSÉ DOS CAMPOS,1190.96
São Paulo,SÃO LOURENÇO DA SERRA,640.64
São Paulo,SÃO LUÍS DO PARAITINGA,590.68
São Paulo,SÃO MANUEL,773.82
São Paulo,SÃO MIGUEL ARCANJO,657.07
São Paulo,SÃO PAULO,1516.21
São Paulo,SÃO PEDRO,803.02
São Paulo,SÃO PEDRO DO TURVO,488.08
São Paulo,SÃO ROQUE,932.62
São Paulo,SÃO SEBASTIÃO,837.48
São Paulo,SÃO SEBASTIÃO DA GRAMA,581.04
São Paulo,SÃO SIMÃO,761.14
São Paulo,SÃO VICENTE,789.32
São Paulo,SARAPUÍ,619.86
São Paulo,SARUTAIÁ,548.61
São Paulo,SEBASTIANÓPOLIS DO SUL,840.63
São Paulo,SERRA AZUL,613.57
São Paulo,SERRANA,677.75
São Paulo,SERRA NEGRA,927.39
São Paulo,SERTÃOZINHO,953.23
São Paulo,SETE BARRAS,459.28
São Paulo,SEVERÍNIA,657.45
São Paulo,SILVEIRAS,475.69
São Paulo,SOCORRO,785.71
São Paulo,SOROCABA,1107.19
São Paulo,SUD MENNUCCI,813.95
São Paulo,SUMARÉ,820.03
São Paulo,SUZANO,654.61
São Paulo,SUZANÁPOLIS,500.45
São Paulo,TABAPUÃ,731.31
São Paulo,TABATINGA,625.39
São Paulo,TABOÃO DA SERRA,812.19
São Paulo,TACIBA,559.1
São Paulo,TAGUAÍ,587.51
São Paulo,TAIAÇU,626.12
São Paulo,TAIÚVA,761.47
São Paulo,TAMBAÚ,747.11
São Paulo,TANABI,775.79
São Paulo,TAPIRAÍ,449.75
São Paulo,TAPIRATIBA,637.12
São Paulo,TAQUARAL,811.38
São Paulo,TAQUARITINGA,739.25
São Paulo,TAQUARITUBA,624.86
São Paulo,TAQUARIVAÍ,373.06
São Paulo,TARABAI,505.51
São Paulo,TARUMÃ,787.79
São Paulo,TATUÍ,771.05
São Paulo,TAUBATÉ,1011.95
São Paulo,TEJUPÁ,510.13
São Paulo,TEODORO SAMPAIO,619.79
São Paulo,TERRA ROXA,759.32
São Paulo,TIETÊ,927.25
São Paulo,TIMBURI,580.24
São Paulo,TORRE DE PEDRA,548.39
São Paulo,TORRINHA,770.15
São Paulo,TRABIJU,505.36
São Paulo,TREMEMBÉ,959.88
São Paulo,TRÊS FRONTEIRAS,663.71
São Paulo,TUIUTI,630.49
São Paulo,TUPÃ,926.96
São Paulo,TUPI PAULISTA,914.36
São Paulo,TURIÚBA,676.92
São Paulo,TURMALINA,725.06
São Paulo,UBARANA,522.27
São Paulo,UBATUBA,803.5
São Paulo,UBIRAJARA,580.57
São Paulo,UCHOA,655.13
São Paulo,UNIÃO PAULISTA,610.77
São Paulo,URÂNIA,739.08
São Paulo,URU,544.1
São Paulo,URUPÊS,805.66
São Paulo,VALENTIM GENTIL,654.97
São Paulo,VALINHOS,1570.91
São Paulo,VALPARAÍSO,701.02
São Paulo,VARGEM,587.59
São Paulo,VARGEM GRANDE DO SUL,711.6
São Paulo,VARGEM GRANDE PAULISTA,876.61
São Paulo,VÁRZEA PAULISTA,706.02
São Paulo,VERA CRUZ,713.66
São Paulo,VINHEDO,1493.32
São Paulo,VIRADOURO,692.01
São Paulo,VISTA ALEGRE DO ALTO,732.14
São Paulo,VITÓRIA BRASIL,572.68
São Paulo,VOTORANTIM,703.99
São Paulo,VOTUPORANGA,977.39
São Paulo,ZACARIAS,605.79
São Paulo,CHAVANTES,677.3
São Paulo,ESTIVA GERBI,686.89
Paraná,ABATIÁ,535.86
Paraná,ADRIANÓPOLIS,440.79
Paraná,AGUDOS DO SUL,519.63
Paraná,ALMIRANTE TAMANDARÉ,646.02
Paraná,ALTAMIRA DO PARANÁ,506.31
Paraná,ALTÔNIA,585.49
Paraná,ALTO PARANÁ,548.25
Paraná,ALTO PIQUIRI,515.07
Paraná,ALVORADA DO SUL,605.41
Paraná,AMAPORÃ,441.01
Paraná,AMPÉRE,618.76
Paraná,ANAHY,520.88
Paraná,ANDIRÁ,587.51
Paraná,ÂNGULO,641.37
Paraná,ANTONINA,572.38
Paraná,ANTÔNIO OLINTO,393.68
Paraná,APUCARANA,804.81
Paraná,ARAPONGAS,855.02
Paraná,ARAPOTI,684.8
Paraná,ARAPUÃ,424.27
Paraná,ARARUNA,566.78
Paraná,ARAUCÁRIA,814.39
Paraná,ARIRANHA DO IVAÍ,420.24
Paraná,ASSAÍ,723.56
Paraná,ASSIS CHATEAUBRIAND,676.1
Paraná,ASTORGA,875.14
Paraná,ATALAIA,649.55
Paraná,BALSA NOVA,652.54
Paraná,BANDEIRANTES,679.72
Paraná,BARBOSA FERRAZ,507.7
Paraná,BARRACÃO,688.92
Paraná,BARRA DO JACARÉ,543.58
Paraná,BELA VISTA DA CAROBA,507.41
Paraná,BELA VISTA DO PARAÍSO,710.14
Paraná,BITURUNA,443.43
Paraná,BOA ESPERANÇA,575.77
Paraná,BOA ESPERANÇA DO IGUAÇU,527.03
Paraná,BOA VENTURA DE SÃO ROQUE,415.44
Paraná,BOA VISTA DA APARECIDA,510.39
Paraná,BOCAIÚVA DO SUL,547.26
Paraná,BOM JESUS DO SUL,430.51
Paraná,BOM SUCESSO,592.27
Paraná,BOM SUCESSO DO SUL,639.33
Paraná,BORRAZÓPOLIS,604.08
Paraná,BRAGANEY,580.75
Paraná,BRASILÂNDIA DO SUL,550.58
Paraná,CAFEARA,560.67
Paraná,CAFELÂNDIA,721.38
Paraná,CAFEZAL DO SUL,569.82
Paraná,CALIFÓRNIA,698.38
Paraná,CAMBARÁ,666.89
Paraná,CAMBÉ,723.34
Paraná,CAMBIRA,630.19
Paraná,CAMPINA DA LAGOA,540.04
Paraná,CAMPINA DO SIMÃO,330.48
Paraná,CAMPINA GRANDE DO SUL,671.29
Paraná,CAMPO BONITO,585.04
Paraná,CAMPO DO TENENTE,488.06
Paraná,CAMPO LARGO,749.21
Paraná,CAMPO MAGRO,567.04
Paraná,CAMPO MOURÃO,843.42
Paraná,CÂNDIDO DE ABREU,438.62
Paraná,CANDÓI,472.4
Paraná,CANTAGALO,424.57
Paraná,CAPANEMA,701.11
Paraná,CAPITÃO LEÔNIDAS MARQUES,670.16
Paraná,CARAMBEÍ,711.5
Paraná,CARLÓPOLIS,608.82
Paraná,CASCAVEL,1003.38
Paraná,CASTRO,639.54
Paraná,CATANDUVAS,539.43
Paraná,CENTENÁRIO DO SUL,571.32
Paraná,CERRO AZUL,342.88
Paraná,CÉU AZUL,759.41
Paraná,CHOPINZINHO,802.23
Paraná,CIANORTE,837.13
Paraná,CIDADE GAÚCHA,671.1
Paraná,CLEVELÂNDIA,696.71
Paraná,COLOMBO,682.85
Paraná,COLORADO,833.7
Paraná,CONGONHINHAS,471.57
Paraná,CONSELHEIRO MAIRINCK,534.5
Paraná,CONTENDA,612.8
Paraná,CORBÉLIA,743.65
Paraná,CORNÉLIO PROCÓPIO,828.19
Paraná,CORONEL DOMINGOS SOARES,353.16
Paraná,CORONEL VIVIDA,679.98
Paraná,CORUMBATAÍ DO SUL,409.02
Paraná,CRUZEIRO DO IGUAÇU,636.1
Paraná,CRUZEIRO DO OESTE,617.44
Paraná,CRUZEIRO DO SUL,558.9
Paraná,CRUZ MACHADO,414.98
Paraná,CRUZMALTINA,456.21
Paraná,CURITIBA,1581.04
Paraná,CURIÚVA,455.24
Paraná,DIAMANTE DO NORTE,619.39
Paraná,DIAMANTE DO SUL,344.73
Paraná,DIAMANTE D'OESTE,447.57
Paraná,DOIS VIZINHOS,836.1
Paraná,DOURADINA,708.51
Paraná,DOUTOR CAMARGO,639.19
Paraná,ENÉAS MARQUES,948.7
Paraná,ENGENHEIRO BELTRÃO,629.05
Paraná,ESPERANÇA NOVA,584.46
Paraná,ENTRE RIOS DO OESTE,1013.75
Paraná,ESPIGÃO ALTO DO IGUAÇU,409.12
Paraná,FAROL,521.09
Paraná,FAXINAL,612.79
Paraná,FAZENDA RIO GRANDE,677.31
Paraná,FÊNIX,514.41
Paraná,FERNANDES PINHEIRO,446.98
Paraná,FIGUEIRA,551.93
Paraná,FLORAÍ,792.48
Paraná,FLOR DA SERRA DO SUL,549.7
Paraná,FLORESTA,649.71
Paraná,FLORESTÓPOLIS,555.82
Paraná,FLÓRIDA,652.52
Paraná,FORMOSA DO OESTE,593.44
Paraná,FOZ DO IGUAÇU,842.26
Paraná,FRANCISCO ALVES,512.87
Paraná,FRANCISCO BELTRÃO,895.36
Paraná,FOZ DO JORDÃO,467.65
Paraná,GENERAL CARNEIRO,423.27
Paraná,GODOY MOREIRA,434.45
Paraná,GOIOERÊ,707.58
Paraná,GOIOXIM,320.16
Paraná,GRANDES RIOS,455.19
Paraná,GUAÍRA,795.84
Paraná,GUAIRAÇÁ,614.06
Paraná,GUAMIRANGA,478.34
Paraná,GUAPIRAMA,505.91
Paraná,GUAPOREMA,572.72
Paraná,GUARACI,595.93
Paraná,GUARANIAÇU,614.94
Paraná,GUARAPUAVA,750.09
Paraná,GUARAQUEÇABA,307.8
Paraná,GUARATUBA,782.92
Paraná,HONÓRIO SERPA,443.83
Paraná,IBAITI,787.74
